Excluir,impressaoEtiqueta,D001_Id,D009_Id,D049_Id,D024_Id,foto,D001_Codigo_Barras,D001_Flag_Ativo,D001_Flag_Pre_Cadastro,D049_Flag_Curva_ABC,D049_Flag_Curva_ABC_Qtd,D001_Codigo_Barra1,D049_Modelo,D001_Aplicacao,"ifnull(D069_D070_Id,""_"")",validades,D049_Codigo_Produto,C008_Tipo,D060_Descricao_Grupo,D003_Nome_Linha,D002_Descricao_Produto,D082_Marca,D049_Origem_Mercadoria,NCM,D001_D005_Id,D037_Unidade,D009_Quantidade_Estoque,Pedido,D009_Quantidade_Estoque_Loja,D009_Quantidade_Estoque_Fora,D009_Quantidade_OP,D009_Valor_Custo_Unitario,ST,D049_Flag_Tipo,D004_Local,D024_Nome_Empresa,C004_Nome_Empresa,D001_Flag_Tipo,D009_IPV_1,C007_Primeiro_Nome,D009_C007_Id_Comprador,D009_Data_Alteracao_Custo,D009_Flag_Custo_Utilizado,D001_C008_Id,D001_D060_Id,D001_D003_Id,D001_D002_Id,D049_D024_Id,D001_C004_Id,D009_Origem_Mercadoria,D001_Flag_Ecommerce,D001_Flag_Etiqueta_Pedido,D001_Qte_Embalagem,D049_Flag_Nao_Comprar,D009A_Id,D009A_Ficha_Conteudo_Importacao,D001A_Id,linkImagem,D001_Cubagem_Unitaria,Etiqueta,D001_Codigo_Produto,D001_Descricao_Produto,D049_D082_Id,D001_D037_Id,D009_Quantidade_Estoque_Similar,D009_Quantidade_OC,infoCustoVendaProduto,D009_Data_Ultima_Entrada,D009_Data_Ultima_Venda,D001_Flag_Tipo_Item,D009A_Qtd_Liquida_Fora	+ D009_Quantidade_Estoque_Liquido,(D009_Quantidade_Estoque) + (D009A_Qtd_Fisica_Fora),D001A_Quantidade_Estoque_Tray,D001_Peso_Unitario_Kg,D009_Preco_1,D001_Peso_Unitario_Bruto,D001_Quantidade_Tributavel,D009_Preco_4
,,1954,4092,2036,,,001948,S,N,D,D,,,,_,,,GERAL,GERAL,,,PREVEMAX,0,39262000-I,13159,PR,0.00,0.00,0.00,0.00,0.00000,2.06600,,CP,GERAL,,,COMPRADO,0.0000,,0,2026-02-04 00:00:00,U,1,1,0,0,0,0,,N,S,0.000,N,3871,,5001,,0.000000,,325,AVENTAL BARBEIRO DESCARTAVEL PCT/25 - C.A 30360 - PREVEMAX,101,1,0.00,0.00000,,2026-02-04,2026-02-05,00,0.0000000,0.0000000,0.00,0.000,3.0990000000,0.000,0.000,3.5122000000
,,1955,4094,2037,,,001949,S,N,D,D,,,,_,,,GERAL,GERAL,VESTIMENTAS,ACESSORIOS,NACIONAL,0,61012000-0,13223,PC,0.00,0.00,0.00,0.00,0.00000,66.05000,,CP,GERAL,,,COMPRADO,0.0000,,0,2024-10-31 00:00:00,MA,1,1,5,4,0,0,,N,N,0.000,N,3873,,5002,,0.000000,,1310-3,JALECO BRIM AZUL G - NACIONAL,40,3,0.00,0.00000,,2026-02-06,2026-02-06,00,0.0000000,0.0000000,0.00,0.000,99.0750000000,0.000,0.000,112.2850000000
,,1956,4096,2038,,,001950,S,N,D,D,,,,_,,,GERAL,GERAL,VESTIMENTAS,ACESSORIOS,NACIONAL,0,61012000-0,13223,PC,0.00,0.00,0.00,0.00,0.00000,66.05000,,CP,GERAL,,,COMPRADO,0.0000,,0,2024-10-31 00:00:00,MA,1,1,5,4,0,0,,N,N,0.000,N,3875,,5007,,0.000000,,1310-2,JALECO BRIM AZUL M- NACIONAL,40,3,0.00,0.00000,,2026-02-06,2026-02-06,00,0.0000000,0.0000000,0.00,0.000,99.0750000000,0.000,0.000,112.2850000000
,,1957,4098,2039,,,001951,S,N,D,D,,,,_,,,GERAL,GERAL,VESTIMENTAS,ACESSORIOS,NACIONAL,0,61012000-0,13223,PC,0.00,0.00,0.00,0.00,0.00000,66.05000,,CP,GERAL,,,COMPRADO,0.0000,,0,2024-10-31 00:00:00,MA,1,1,5,4,0,0,,N,N,0.000,N,3877,,5012,,0.000000,,1310-1,JALECO BRIM AZUL P- NACIONAL,40,3,0.00,0.00000,,2026-02-06,2026-02-06,00,0.0000000,0.0000000,0.00,0.000,99.0750000000,0.000,0.000,112.2850000000
,,1958,4100,2040,,,001952,S,N,D,D,,,,_,,,GERAL,GERAL,VESTIMENTAS,ACESSORIOS,NACIONAL,0,61012000-0,13223,PC,0.00,0.00,0.00,0.00,0.00000,66.05000,,CP,GERAL,,,COMPRADO,0.0000,,0,2024-10-31 00:00:00,MA,1,1,5,4,0,0,,N,N,0.000,N,3879,,5017,,0.000000,,1310-5,JALECO BRIM AZUL GG- NACIONAL,40,3,0.00,0.00000,,2026-02-06,2026-02-06,00,0.0000000,0.0000000,0.00,0.000,99.0750000000,0.000,0.000,112.2850000000
,,1964,4112,2046,,,001958,S,N,D,D,,,,_,,,GERAL,GERAL,VESTIMENTAS,IMPERMEAVEL,VERTICE,0,62014000-I,13112,PC,0.00,0.00,0.00,0.00,0.00000,106.60000,,CP,,,,COMPRADO,0.0000,,0,2024-10-30 00:00:00,MA,1,1,5,12,0,0,,N,N,0.000,N,3891,,5031,,0.004500,,3516-00,CAPA CHUVA AZUL MARINHO LOGO SUPER TERMINAIS 4300 CA: 28.728- VERTICE - P,66,3,0.00,0.00000,,2026-05-04,0000-00-00,00,0.0000000,0.0000000,0.00,0.600,159.9000000000,0.000,0.000,181.2200000000
,,1965,4114,2047,,,001959,S,N,D,D,,,,_,,,GERAL,GERAL,VESTIMENTAS,IMPERMEAVEL,VERTICE,0,65061000-I,13113,PC,0.00,0.00,0.00,0.00,0.00000,106.60000,ST,CP,,,,COMPRADO,0.0000,,0,2024-10-30 00:00:00,MA,1,1,5,12,0,0,,N,N,0.000,N,3893,7CE0C731-98DB-46E3-8E95-93DBFEAA4990,5032,,0.004500,,3516-01,CAPA CHUVA AZUL MARINHO LOGO SUPER TERMINAIS 4300 CA: 28.728- VERTICE - M,66,3,0.00,0.00000,,2026-05-04,0000-00-00,00,0.0000000,0.0000000,0.00,0.600,159.9000000000,0.000,0.000,181.2200000000
,,1966,4116,2048,,,001960,S,N,D,D,,,,_,,,GERAL,GERAL,VESTIMENTAS,IMPERMEAVEL,VERTICE,0,65061000-I,13113,PC,0.00,0.00,0.00,0.00,0.00000,106.60000,ST,CP,,,,COMPRADO,0.0000,,0,2024-10-30 00:00:00,MA,1,1,5,12,0,0,,N,N,0.000,N,3895,7CE0C731-98DB-46E3-8E95-93DBFEAA4990,5045,,0.004500,,3516-02,CAPA CHUVA AZUL MARINHO LOGO SUPERTERMINAIS 4300 CA: 28.728- VERTICE - G,66,3,0.00,0.00000,,2026-05-04,0000-00-00,00,0.0000000,0.0000000,0.00,0.600,159.9000000000,0.000,0.000,181.2200000000
,,1967,4118,2049,,,001961,S,N,D,D,,,,_,,,GERAL,GERAL,VESTIMENTAS,IMPERMEAVEL,VERTICE,0,65061000-I,13113,PC,0.00,0.00,0.00,0.00,0.00000,106.60000,ST,CP,,,,COMPRADO,0.0000,,0,2024-10-30 00:00:00,MA,1,1,5,12,0,0,,N,N,0.000,N,3897,7CE0C731-98DB-46E3-8E95-93DBFEAA4990,5050,,0.004500,,3516-03,CAPA CHUVA AZUL MARINHO LOGO SUPER TERMINAIS 4300 CA: 28.728- VERTICE - GG,66,3,0.00,0.00000,,2026-05-04,0000-00-00,00,0.0000000,0.0000000,0.00,0.600,159.9000000000,0.000,0.000,181.2200000000
,,1968,4120,2050,,,001962,S,N,D,D,,,,_,,,GERAL,GERAL,VESTIMENTAS,IMPERMEAVEL,VERTICE,0,62014000-I,13112,PC,0.00,0.00,0.00,0.00,0.00000,106.60000,,CP,,,,COMPRADO,0.0000,,0,2025-09-22 00:00:00,MA,1,1,5,12,0,0,,N,N,0.000,N,3899,7CE0C731-98DB-46E3-8E95-93DBFEAA4990,5055,,0.004500,,3516-04,CAPA CHUVA AZUL MARINHO LOGO SUPER TERMINAIS 4300 CA: 28.728 - VERTICE - GGX,66,3,0.00,0.00000,,2026-05-04,0000-00-00,00,0.0000000,0.0000000,0.00,0.600,159.9000000000,0.000,0.000,181.2200000000
,,1969,4122,2051,,,001963,S,N,D,D,,,,_,,,GERAL,GERAL,GERAL,GERAL,MSA,0,65070000-I,13141,PC,-20.00,-20.00,0.00,20.00,0.00000,11.50000,,CP,GERAL,,,COMPRADO,0.0000,,0,2026-02-11 00:00:00,MA,1,1,13,35,0,0,,N,N,0.000,N,3901,AAC6C170-A5D9-441F-90B2-653467DB8BE7,5057,,0.000000,,66,JUGULAR SIMPLES P/ CAPACETE - MSA,73,3,0.00,0.00000,,2026-02-13,2026-02-12,00,0.0000000,0.0000000,0.00,0.000,17.2500000000,0.000,0.000,18.9750000000
,,1970,4124,2052,,,001964,S,N,D,D,,,,_,,,GERAL,GERAL,ACESSORIOS,ACESSORIOS,NACIONAL,0,62032200-0,13140,PC,0.00,0.00,0.00,0.00,0.00000,127.31950,,CP,GERAL,,,COMPRADO,0.0000,,0,2026-02-12 00:00:00,U,1,1,6,4,0,0,,N,N,0.000,N,3903,,5058,,0.000000,,3724-05,CAMISA ANTICHAMAS NR10 CINZA TAM XG,40,3,0.00,2.00000,,2026-02-12,2026-02-12,00,0.0000000,0.0000000,0.00,0.000,190.9792500000,0.000,0.000,216.4431500000
,,1971,4126,2053,,,001965,S,N,D,D,,,,_,,,GERAL,GERAL,ACESSORIOS,ACESSORIOS,NACIONAL,0,62032200-0,13140,PC,0.00,0.00,0.00,0.00,0.00000,127.31950,,CP,GERAL,,,COMPRADO,0.0000,,0,2026-02-12 00:00:00,U,1,1,6,4,0,0,,N,N,0.000,N,3905,,5099,,0.000000,,1434-05,CALÇA ANTICHAMAS NR10 CINZA TAM XG,40,3,0.00,2.00000,,2026-02-12,2026-02-12,00,0.0000000,0.0000000,0.00,0.000,190.9792500000,0.000,0.000,216.4431500000
,,1972,4128,2054,,,001966,S,N,D,D,,,,_,,,GERAL,GERAL,VESTIMENTAS,MACACAO,VICSA,1,62101000-I,13118,PC,0.00,0.00,0.00,0.00,0.00000,29.34360,,CP,GERAL,,,COMPRADO,0.0000,,0,2026-02-12 00:00:00,U,1,1,5,16,0,0,,N,N,0.000,N,3907,,5100,,0.000000,,1358,MACACAO TNT STEELGEN PRO CA: 46.809 - VICSA - XG,67,3,0.00,0.00000,,2026-02-12,2026-03-17,00,0.0000000,0.0000000,0.00,0.000,44.0154000000,0.000,0.000,49.8841200000
,,1974,4132,2056,,,001968,S,N,D,D,,,,_,,,GERAL,GERAL,VESTIMENTAS,MALHA,NACIONAL,0,62032200-0,13140,PC,0.00,0.00,0.00,0.00,0.00000,60.79000,,CP,GERAL,,,COMPRADO,0.0000,,0,2024-10-31 00:00:00,MA,1,1,5,21,0,0,,N,N,0.000,N,3911,,5102,,0.000000,,3585-XG,CALÇA BRIM AZUL MARINHO  XG - NACIONAL,40,3,18.00,0.00000,,2026-02-18,2026-02-18,00,0.0000000,0.0000000,0.00,0.000,91.1850000000,0.000,0.000,103.3430000000
,,1975,4134,2057,,,001969,S,N,D,D,,,,_,,,GERAL,GERAL,LUVAS,GERAL,NACIONAL,0,42032900-I,13108,PC,-6.00,-6.00,0.00,6.00,0.00000,51.66667,,CP,GERAL,,,COMPRADO,1.0000,,0,0000-00-00 00:00:00,U,1,1,11,35,0,0,,N,N,0.000,N,3913,,5103,,0.000000,,3909,LUVA RASPA FORRO TRATADO PUNHO 40CM CA: 42881 - VWA,40,3,0.00,0.00000,,2026-02-18,2026-02-19,00,0.0000000,0.0000000,0.00,0.000,77.5000050000,0.000,0.000,87.8333390000
,,1990,4146,2063,584,,001975,S,N,D,D,,,,_,,,GERAL,GERAL,LUVAS,LUVAS,SB LUVAS,0,42032900-I,13108,PR,-13.00,-13.00,0.00,13.00,0.00000,73.91000,,CP,GERAL,SOPKO IND. E COMERCIO DE LUVAS LTDA,,COMPRADO,0.0000,,0,0000-00-00 00:00:00,U,1,1,11,22,584,,,N,S,0.000,N,3925,,5192,,0.000000,,2524-40,LUVA DE RASPA FORRADA PUNHO 40CM CA: 46.315 - AMM,50,1,0.00,0.00000,,2026-04-09,2026-04-15,00,0.0000000,0.0000000,0.00,0.000,110.8650000000,0.000,0.000,125.6470000000
,,1991,4148,2064,,,001976,S,N,D,D,,,,_,,,GERAL,GERAL,CALCADOS,PALMILHA,CALBRAS,0,61169900-I,13196,PR,0.00,0.00,0.00,0.00,0.00000,1.50000,,CP,,,,COMPRADO,0.0000,,0,0000-00-00 00:00:00,MA,1,1,7,28,0,0,,N,N,0.000,N,3927,,5350,,0.000000,,3571-33,PALMILHA EVA ANTIMICROBIANA - CALBRAS -  33,12,1,0.00,0.00000,,0000-00-00,0000-00-00,00,0.0000000,0.0000000,0.00,0.000,2.2500000000,0.000,0.000,2.5500000000
,,1992,4150,2065,,,001977,S,N,D,D,,,,_,,,GERAL,GERAL,CALCADOS,PALMILHA,CALBRAS,0,61169900-I,13196,PR,0.00,0.00,0.00,0.00,0.00000,1.50000,,CP,,,,COMPRADO,0.0000,,0,0000-00-00 00:00:00,MA,1,1,7,28,0,0,,N,N,0.000,N,3929,,5355,,0.000000,,3571-34,PALMILHA EVA ANTIMICROBIANA - CALBRAS -  34,12,1,0.00,0.00000,,0000-00-00,0000-00-00,00,0.0000000,0.0000000,0.00,0.000,2.2500000000,0.000,0.000,2.5500000000
,,1993,4152,2066,,,001978,S,N,D,D,,,,_,,,GERAL,GERAL,CALCADOS,PALMILHA,CALBRAS,0,61169900-I,13196,PR,0.00,0.00,0.00,0.00,0.00000,1.50000,,CP,,,,COMPRADO,0.0000,,0,0000-00-00 00:00:00,MA,1,1,7,28,0,0,,N,N,0.000,N,3931,,5364,,0.000000,,3571-35,PALMILHA EVA ANTIMICROBIANA - CALBRAS -  35,12,1,0.00,0.00000,,0000-00-00,0000-00-00,00,0.0000000,0.0000000,0.00,0.000,2.2500000000,0.000,0.000,2.5500000000
,,1994,4154,2067,,,001979,S,N,D,D,,,,_,,,GERAL,GERAL,CALCADOS,PALMILHA,CALBRAS,0,61169900-I,13196,PR,0.00,0.00,0.00,0.00,0.00000,1.50000,,CP,,,,COMPRADO,0.0000,,0,0000-00-00 00:00:00,MA,1,1,7,28,0,0,,N,N,0.000,N,3933,,5369,,0.000000,,3571-36,PALMILHA EVA ANTIMICROBIANA - CALBRAS  - 36,12,1,0.00,0.00000,,0000-00-00,0000-00-00,00,0.0000000,0.0000000,0.00,0.000,2.2500000000,0.000,0.000,2.5500000000
,,1995,4156,2068,,,001980,S,N,D,D,,,,_,,,GERAL,GERAL,CALCADOS,PALMILHA,CALBRAS,0,61169900-I,13196,PR,0.00,0.00,0.00,0.00,0.00000,1.50000,,CP,,,,COMPRADO,0.0000,,0,0000-00-00 00:00:00,MA,1,1,7,28,0,0,,N,N,0.000,N,3935,,5374,,0.000000,,3571-37,PALMILHA EVA ANTIMICROBIANA - CALBRAS - 37,12,1,0.00,0.00000,,0000-00-00,0000-00-00,00,0.0000000,0.0000000,0.00,0.000,2.2500000000,0.000,0.000,2.5500000000
,,1996,4158,2069,,,001981,S,N,D,D,,,,_,,,GERAL,GERAL,CALCADOS,SAPATO,STICKY SHOES,0,64034000-I,13101,PR,0.00,0.00,0.00,0.00,0.00000,52.90000,,CP,,,,COMPRADO,0.0000,,0,2024-10-30 00:00:00,MA,1,1,7,32,0,0,,N,N,0.000,N,3937,,5469,,0.000000,,1757-45B,SAPATO STICKY SHOES  SSM - BCA CA39.674- 45 - BRANCO,54,1,82.00,0.00000,,0000-00-00,0000-00-00,00,0.0000000,0.0000000,0.00,0.000,79.3500000000,0.000,0.000,89.9300000000
,,1997,4160,2070,,,001982,S,N,D,D,,,,_,,,GERAL,GERAL,CALCADOS,SAPATO,STICKY SHOES,0,64034000-I,13101,PR,0.00,0.00,0.00,0.00,0.00000,52.90000,,CP,,,,COMPRADO,0.0000,,0,2024-10-30 00:00:00,MA,1,1,7,32,0,0,,N,N,0.000,N,3939,,5474,,0.000000,,1757-45P,SAPATO STICKY SHOES  SSM - BCA CA39.674- 45 - PRETO,54,1,82.00,0.00000,,0000-00-00,0000-00-00,00,0.0000000,0.0000000,0.00,0.000,79.3500000000,0.000,0.000,89.9300000000
,,2009,4170,2075,,,001989,S,N,D,D,,,,_,,,GERAL,GERAL,,,AMM,0,00000000-0,13137,UN,0.00,0.00,0.00,0.00,0.00000,0.00000,,PD,,,,COMPRADO,1.0000,,0,0000-00-00 00:00:00,T,1,1,0,0,0,,,N,S,0.000,N,3949,,6011,,0.000000,,001-129841298345,COMPLEMENTO DE ICMS,5,2,0.00,0.00000,,0000-00-00,0000-00-00,00,0.0000000,0.0000000,0.00,0.000,0.0000000000,0.000,0.000,0.0000000000
,,2010,4172,2076,,,001990,S,N,D,D,,,,_,,,GERAL,GERAL,LUVAS,LUVAS,DANNY,2,40151900-I,13106,PR,-12.00,-12.00,0.00,12.00,0.00000,20.21000,,CP,GERAL,,,COMPRADO,1.0000,,0,0000-00-00 00:00:00,U,1,1,11,22,0,,,N,S,0.000,N,3951,,6014,,0.000000,,1760-02,LUVA NITRILICA SUPRAFLEX DA36500 CA: 39853 - DANNY - G,17,1,12.00,0.00000,,2026-04-13,2026-04-15,00,0.0000000,0.0000000,0.00,0.000,30.3150000000,0.000,0.000,33.3465000000
,,2011,4174,2077,,,001991,S,N,D,D,,,,_,,,GERAL,GERAL,SINALIZACAO,ACESSORIOS,NACIONAL,0,39269090-I,13109,PC,0.00,0.00,0.00,0.00,0.00000,78.38800,ST,CP,GERAL,,,COMPRADO,1.0000,,0,2026-04-10 00:00:00,U,1,1,8,4,0,,,N,S,0.000,N,3953,,6015,,0.000000,,1437,CONE C/ FAIXA REFLETIVA BASE DE BORRACHA RODOVIA LARANJA,40,3,0.00,0.00000,,2026-04-10,2026-04-10,00,0.0000000,0.0000000,0.00,0.000,117.5820000000,0.000,0.000,129.3402000000
,,2015,4183,2081,,,001995,S,N,D,D,,,,_,,,GERAL,GERAL,ACESSORIOS,,NACIONAL,0,62171000-I,13174,UN,0.00,0.00,0.00,0.00,0.00000,22.80000,,CP,,,,COMPRADO,0.0000,,0,0000-00-00 00:00:00,MA,1,1,6,0,0,,,N,S,0.000,N,3961,,6019,,0.000000,,1990-3,CAPUZ FUGA DE ABELHA PROTSPRAY PROTEÇÃO FIXO,40,2,0.00,0.00000,,0000-00-00,0000-00-00,00,0.0000000,0.0000000,0.00,0.000,36.4800000000,0.000,0.000,37.6200000000
,,2017,4188,2083,,,001997,S,N,D,D,,,,_,,,GERAL,GERAL,PROTECAO AUDITIVA,CONCHA,MSA,2,39269090-I,13109,PC,-68.00,-68.00,0.00,68.00,0.00000,160.36000,ST,CP,GERAL,,,COMPRADO,0.0000,,0,0000-00-00 00:00:00,U,1,1,2,3,0,,,N,S,0.000,N,3965,,6021,,0.000000,,3597,KIT ABAFADOR MSA XLS P/ CAPACETE 19DB ,73,3,0.00,48.00000,,2026-04-17,2026-04-17,00,0.0000000,0.0000000,0.00,0.000,240.5400000000,0.000,0.000,264.5940000000
,,2018,4191,2084,,,001998,S,N,D,D,,,,_,,,GERAL,GERAL,LUVAS,NITRILICA,MCR SAFETY,0,61161000-I,13102,PR,1.00,1.00,0.00,-1.00,0.00000,1.00000,,CP,GERAL,,,COMPRADO,0.0000,,0,2026-04-14 00:00:00,MA,1,1,11,24,0,,,N,S,0.000,N,3967,,6027,,0.000000,,3560-1,LUVA NXG B9980 CA 50806 - MCR SAFETY ,72,1,1.00,0.00000,,0000-00-00,0000-00-00,00,0.0000000,0.0000000,0.00,0.000,1.5000000000,0.000,0.000,1.6500000000
,,2019,4194,2085,,,001999,S,N,D,D,,,,_,,,GERAL,GERAL,LUVAS,LUVAS,NACIONAL,0,61161000-I,13102,PR,1.00,1.00,0.00,-1.00,0.00000,0.00000,,CP,GERAL,,,COMPRADO,1.0000,,0,0000-00-00 00:00:00,U,1,1,11,22,0,,,N,S,0.000,N,3969,,6034,,0.000000,,3560-2,LUVA LALAN NEOARMOUR N5 DRN ADVANSAFETY  CA 46085,40,1,1.00,0.00000,,0000-00-00,0000-00-00,00,0.0000000,0.0000000,0.00,0.000,0.0000000000,0.000,0.000,0.0000000000
,,2020,4196,2086,,,002000,S,N,D,D,,,,_,,,GERAL,GERAL,,,COFEPI,0,63072000-I,13136,UN,0.00,0.00,0.00,0.00,0.00000,0.00000,,CP,,,,COMPRADO,1.0000,,0,0000-00-00 00:00:00,U,1,1,0,0,0,0,,N,S,0.000,N,3971,,6035,,0.000000,,3489-5,COLETE REFLETIVO VERMELHO BRIGADISTA COM ZIPER  - COFEPI G,15,2,5.00,0.00000,,0000-00-00,0000-00-00,00,0.0000000,0.0000000,0.00,0.000,0.0000000000,0.000,0.000,0.0000000000
,,2021,4198,2087,,,002001,S,N,D,D,,,,_,,,GERAL,GERAL,,,COFEPI,0,63072000-I,13136,UN,0.00,0.00,0.00,0.00,0.00000,0.00000,,CP,,,,COMPRADO,1.0000,,0,0000-00-00 00:00:00,U,1,1,0,0,0,0,,N,S,0.000,N,3973,,6036,,0.000000,,3489-6,COLETE REFLETIVO VERDE  SEG. TRABALHO COM ZIPER  - COFEPI G,15,2,5.00,0.00000,,0000-00-00,0000-00-00,00,0.0000000,0.0000000,0.00,0.000,0.0000000000,0.000,0.000,0.0000000000
,,2022,4200,2088,,,002002,S,N,D,D,,,,_,,,GERAL,GERAL,,,COFEPI,0,63072000-I,13136,UN,0.00,0.00,0.00,0.00,0.00000,0.00000,,CP,,,,COMPRADO,1.0000,,0,0000-00-00 00:00:00,U,1,1,0,0,0,0,,N,S,0.000,N,3975,,6041,,0.000000,,3489-7,COLETE REFLETIVO VERDE CIPA COM ZIPER  - COFEPI G,15,2,5.00,0.00000,,0000-00-00,0000-00-00,00,0.0000000,0.0000000,0.00,0.000,0.0000000000,0.000,0.000,0.0000000000
,,2024,4204,2090,,,002004,S,N,D,D,,,,_,,,GERAL,GERAL,CALCADOS,BOTINA,CALBRAS,0,64039190-I,13100,PR,-1.00,-1.00,0.00,1.00,0.00000,133.64000,,CP,GERAL,,,COMPRADO,1.0000,,0,0000-00-00 00:00:00,U,1,1,7,10,0,,,N,S,0.000,N,3979,,6043,,0.000000,,8561-39,TENIS 4116 CSATC 700 NOBUCK PRETA CA 41041 - 39,12,1,-1.00,0.00000,,2026-04-22,2026-04-22,00,0.0000000,0.0000000,0.00,0.000,200.4600000000,0.000,0.000,220.5060000000
,,2025,4207,2091,,,002005,S,N,D,D,,,,_,,,GERAL,GERAL,CALCADOS,BOTINA,CALBRAS,0,64039190-I,13100,PR,-1.00,-1.00,0.00,1.00,0.00000,133.64000,,CP,GERAL,,,COMPRADO,1.0000,,0,0000-00-00 00:00:00,U,1,1,7,10,0,,,N,S,0.000,N,3981,,6050,,0.000000,,8561-41,TENIS 4116 CSATC 700 NOBUCK PRETA CA 41041 - 41,12,1,-1.00,0.00000,,2026-04-22,2026-04-22,00,0.0000000,0.0000000,0.00,0.000,200.4600000000,0.000,0.000,220.5060000000
,,2026,4209,2092,,,002006,S,N,D,D,,,,_,,,GERAL,GERAL,VESTIMENTAS,ACESSORIOS,J&G,0,63026000-I,13142,PR,0.00,0.00,0.00,0.00,0.00000,4.80000,,CP,GERAL,,,COMPRADO,0.0000,,0,2025-02-05 00:00:00,MA,1,1,5,4,0,0,,N,N,0.000,N,3983,,6086,,0.000000,,31,MANGOTE BRIM AZUL ROYAL- J&G,81,1,0.00,0.00000,,2026-04-24,2026-05-07,00,0.0000000,0.0000000,0.00,0.000,7.2000000000,0.000,0.000,8.1600000000
,,2027,4211,2093,,,002007,S,N,D,D,,,,_,,,GERAL,GERAL,TRABALHO EM ALTURA,ACESSORIOS,STEELFLEX,0,73269090-I,13152,PC,0.00,0.00,0.00,0.00,0.00000,24.25000,ST,CP,,,,COMPRADO,1.0000,,0,0000-00-00 00:00:00,MA,1,1,4,4,0,0,,N,N,0.000,N,3985,,6087,,0.000000,,895,MOSQUETAO OVAL ROSCAVEL 18MM STF CQCN0687 - STEELFLEX,53,3,0.00,0.00000,,0000-00-00,0000-00-00,00,0.0000000,0.0000000,0.00,0.000,36.3750000000,0.000,0.000,41.2250000000
,,2028,4213,2094,,,002008,S,N,D,D,,,,_,,,GERAL,GERAL,VESTIMENTAS,MACACAO,DUPONT,0,62101000-I,13118,PC,-277.00,-277.00,0.00,277.00,0.00000,19.72000,,CP,GERAL,,,COMPRADO,0.0000,,0,0000-00-00 00:00:00,U,1,1,5,16,0,,,N,S,0.000,N,3987,,6088,,0.000000,,3702-4,MACACAO  PROSHIELD 50 NEXGEN BR  CA 38648 DUPONT - XGG,18,3,-95.00,0.00000,,2026-04-29,2026-04-29,00,0.0000000,0.0000000,0.00,0.000,29.5800000000,0.000,0.000,32.5380000000
,,2029,4215,2095,,,002009,S,N,D,D,,,,_,,,GERAL,GERAL,CALCADOS,BOTINA,F-350,0,64034000-I,13101,PR,0.00,0.00,0.00,0.00,0.00000,67.30000,,CP,,,,COMPRADO,0.0000,,0,2025-08-14 00:00:00,MA,1,1,7,10,0,0,,N,N,0.000,N,3989,,6089,,0.000000,,1620-35,BOTINA ELASTICO BICO CPT BECRA CA:43.594 - F-350 - 35,104,1,349.00,4.00000,,0000-00-00,0000-00-00,00,0.0000000,0.0000000,0.00,0.000,100.9500000000,0.000,0.000,114.4100000000
,,2030,4217,2096,,,002010,S,N,D,D,,,,_,,,GERAL,GERAL,CALCADOS,BOTINA,F-350,0,64034000-I,13101,PR,0.00,0.00,0.00,0.00,0.00000,67.30000,,CP,,,,COMPRADO,0.0000,,0,2025-08-14 00:00:00,MA,1,1,7,10,0,0,,N,N,0.000,N,3991,,6090,,0.000000,,1620-36,BOTINA ELASTICO BICO CPT BECRA CA:43.594 - F-350 - 36,104,1,349.00,4.00000,,0000-00-00,0000-00-00,00,0.0000000,0.0000000,0.00,0.000,100.9500000000,0.000,0.000,114.4100000000
,,2031,4219,2097,,,002011,S,N,D,D,,,,_,,,GERAL,GERAL,CALCADOS,BOTINA,F-350,0,64034000-I,13101,PR,0.00,0.00,0.00,0.00,0.00000,67.30000,,CP,,,,COMPRADO,0.0000,,0,2025-08-14 00:00:00,MA,1,1,7,10,0,0,,N,N,0.000,N,3993,,6099,,0.000000,,1620-37,BOTINA ELASTICO BICO CPT BECRA CA:43.594 - F-350 - 37,104,1,349.00,10.00000,,0000-00-00,0000-00-00,00,0.0000000,0.0000000,0.00,0.000,100.9500000000,0.000,0.000,114.4100000000
,,2032,4221,2098,,,002012,S,N,D,D,,,,_,,,GERAL,GERAL,CALCADOS,BOTINA,F-350,0,64034000-I,13101,PR,0.00,0.00,0.00,0.00,0.00000,67.30000,,CP,,,,COMPRADO,0.0000,,0,2025-08-14 00:00:00,MA,1,1,7,10,0,0,,N,N,0.000,N,3995,,6104,,0.000000,,1620-38,BOTINA ELASTICO BICO CPT BECRA CA:43.594 - F-350 - 38,104,1,349.00,10.00000,,0000-00-00,0000-00-00,00,0.0000000,0.0000000,0.00,0.000,100.9500000000,0.000,0.000,114.4100000000
,,2033,4223,2099,,,002013,S,N,D,D,,,,_,,,GERAL,GERAL,CALCADOS,BOTINA,F-350,0,64034000-I,13101,PR,0.00,0.00,0.00,0.00,0.00000,67.30000,,CP,,,,COMPRADO,0.0000,,0,2025-08-14 00:00:00,MA,1,1,7,10,0,0,,N,N,0.000,N,3997,,6109,,0.000000,,1620-39,BOTINA ELASTICO BICO CPT BECRA CA:43.594 - F-350 - 39,104,1,349.00,10.00000,,0000-00-00,0000-00-00,00,0.0000000,0.0000000,0.00,0.000,100.9500000000,0.000,0.000,114.4100000000
