Excluir,impressaoEtiqueta,D001_Id,D009_Id,D049_Id,D024_Id,foto,D001_Codigo_Barras,D001_Flag_Ativo,D001_Flag_Pre_Cadastro,D049_Flag_Curva_ABC,D049_Flag_Curva_ABC_Qtd,D001_Codigo_Barra1,D049_Modelo,D001_Aplicacao,"ifnull(D069_D070_Id,""_"")",validades,D049_Codigo_Produto,C008_Tipo,D060_Descricao_Grupo,D003_Nome_Linha,D002_Descricao_Produto,D082_Marca,D049_Origem_Mercadoria,NCM,D001_D005_Id,D037_Unidade,D009_Quantidade_Estoque,Pedido,D009_Quantidade_Estoque_Loja,D009_Quantidade_Estoque_Fora,D009_Quantidade_OP,D009_Valor_Custo_Unitario,ST,D049_Flag_Tipo,D004_Local,D024_Nome_Empresa,C004_Nome_Empresa,D001_Flag_Tipo,D009_IPV_1,C007_Primeiro_Nome,D009_C007_Id_Comprador,D009_Data_Alteracao_Custo,D009_Flag_Custo_Utilizado,D001_C008_Id,D001_D060_Id,D001_D003_Id,D001_D002_Id,D049_D024_Id,D001_C004_Id,D009_Origem_Mercadoria,D001_Flag_Ecommerce,D001_Flag_Etiqueta_Pedido,D001_Qte_Embalagem,D049_Flag_Nao_Comprar,D009A_Id,D009A_Ficha_Conteudo_Importacao,D001A_Id,linkImagem,D001_Cubagem_Unitaria,Etiqueta,D001_Codigo_Produto,D001_Descricao_Produto,D049_D082_Id,D001_D037_Id,D009_Quantidade_Estoque_Similar,D009_Quantidade_OC,infoCustoVendaProduto,D009_Data_Ultima_Entrada,D009_Data_Ultima_Venda,D001_Flag_Tipo_Item,D009A_Qtd_Liquida_Fora	+ D009_Quantidade_Estoque_Liquido,(D009_Quantidade_Estoque) + (D009A_Qtd_Fisica_Fora),D001A_Quantidade_Estoque_Tray,D001_Peso_Unitario_Kg,D009_Preco_1,D001_Peso_Unitario_Bruto,D001_Quantidade_Tributavel,D009_Preco_4
,,1015,2029,1015,,,001015,S,N,D,D,,,,_,,,GERAL,GERAL,TRABALHO EM ALTURA,ACESSORIOS,ATHENAS,0,84251990-I,13214,PC,0.00,0.00,0.00,0.00,0.00000,256.96000,,CP,GERAL,,,COMPRADO,0.0000,,0,0000-00-00 00:00:00,MA,1,1,4,4,0,,,N,N,0.000,N,1026,,1641,,0.000000,,2484,POLIA DUPLA ALUMINIO P/ CORDA 12MM  AT 5332- ATHENAS,8,3,0.00,0.00000,,0000-00-00,0000-00-00,00,0.0000000,0.0000000,0.00,0.000,385.4400000000,0.000,0.000,436.8320000000
,,1017,2033,1017,,,001017,S,N,D,D,,,,_,,,GERAL,GERAL,TRABALHO EM ALTURA,ACESSORIOS,ATHENAS,0,76169900-I,13175,PC,0.00,0.00,0.00,0.00,0.00000,164.20000,ST,CP,GERAL,,,COMPRADO,0.0000,,0,0000-00-00 00:00:00,MA,1,1,4,4,0,,,N,N,0.000,N,1028,,1645,,0.000000,,2485,POLIA SIMPLES ALUMINIO AT 5330 - ATHENAS,8,3,0.00,0.00000,,0000-00-00,0000-00-00,00,0.0000000,0.0000000,0.00,0.000,246.3000000000,0.000,0.000,279.1400000000
,,1020,2039,1020,,,001020,S,N,D,D,,,,_,,,GERAL,GERAL,PROTECAO VISUAL,GERAL,MASTER,0,61161000-I,13102,PC,0.00,0.00,0.00,0.00,0.00000,46.72000,,CP,GERAL,,,COMPRADO,1.0000,,0,0000-00-00 00:00:00,MA,1,1,10,35,,,,N,N,0.000,N,1031,,,,0.000000,,1069,PROTETOR FACIAL APOLO INCOLOR C/ CATRACA - MASTER,38,3,0.00,0.00000,,0000-00-00,0000-00-00,00,0.0000000,0.0000000,,0.000,70.0800000000,0.000,,79.4240000000
,,1021,2041,1021,,,001021,S,N,D,D,,,,_,,,GERAL,GERAL,PROTECAO VISUAL,GERAL,MASTER,0,61161000-I,13102,PC,0.00,0.00,0.00,0.00,0.00000,44.50000,,CP,GERAL,,,COMPRADO,1.0000,,0,0000-00-00 00:00:00,MA,1,1,10,35,,,,N,N,0.000,N,1032,,,,0.000000,,1068,PROTETOR FACIAL APOLO VERDE C/ CATRACA - MASTER,38,3,0.00,0.00000,,0000-00-00,0000-00-00,00,0.0000000,0.0000000,,0.000,66.7500000000,0.000,,75.6500000000
,,1028,2055,1028,,,001028,S,N,D,D,,,,_,,,GERAL,GERAL,GERAL,GERAL,NUTRIEX,0,33049990-I,13104,LT,0.00,0.00,0.00,0.00,0.00000,83.26670,ST,CP,GERAL,,,COMPRADO,0.0000,,0,0000-00-00 00:00:00,MA,1,1,13,35,0,,,N,N,0.000,N,1039,,2088,,0.000000,,3510,PROTETOR SOLAR FPS 30 1L C/ REPELENTE - NUTRIEX,41,8,0.00,0.00000,,0000-00-00,2025-02-24,00,0.0000000,0.0000000,0.00,0.000,124.9000500000,0.000,0.000,141.5533900000
,,1032,2063,1032,,,001032,S,N,D,D,,,,_,,,GERAL,GERAL,GERAL,GERAL,NUTRIEX,0,33049990-I,13104,LT,1.00,1.00,0.00,-1.00,0.00000,137.26670,ST,CP,GERAL,,,COMPRADO,0.0000,,0,0000-00-00 00:00:00,MA,1,1,13,35,0,,,N,N,0.000,N,1043,,2080,,0.000000,,3509,PROTETOR SOLAR FPS 60 1L C/ REPELENTE - NUTRIEX,41,8,0.00,0.00000,,0000-00-00,2025-03-06,00,0.0000000,0.0000000,0.00,0.000,205.9000500000,0.000,0.000,233.3533900000
,,1034,2067,1034,,,001034,S,N,D,D,,,,_,,,GERAL,GERAL,CREME,GERAL,NUTRIEX,0,33049990-I,13104,PC,0.00,0.00,0.00,0.00,0.00000,346.89000,ST,CP,GERAL,,,COMPRADO,1.0000,,0,0000-00-00 00:00:00,MA,1,1,9,35,,,,N,N,0.000,N,1045,,,,0.000000,,1624,PROTETOR SOLAR FPS 60 4L - NUTRIEX,41,3,0.00,0.00000,,0000-00-00,0000-00-00,00,0.0000000,0.0000000,,0.000,520.3350000000,0.000,,589.7130000000
,,1039,2077,1039,,,001039,S,N,D,D,,,,_,,,GERAL,GERAL,PROTECAO RESPIRATORIA,RESPIRADOR,3M DO BRASIL,0,64039990-I,13111,PC,0.00,0.00,0.00,0.00,0.00000,190.87000,,CP,GERAL,,,COMPRADO,0.0000,,0,0000-00-00 00:00:00,MA,1,1,1,30,0,,,N,N,0.000,N,1050,,1694,,0.000000,,429,RESPIRADOR 7501 SEMIFACIAL CA: 12011 - 3M P,1,3,0.00,0.00000,,0000-00-00,0000-00-00,00,0.0000000,0.0000000,0.00,0.000,286.3050000000,0.000,0.000,324.4790000000
,,1040,2079,1040,,,001040,S,N,D,D,,,,_,,,GERAL,GERAL,PROTECAO RESPIRATORIA,RESPIRADOR,3M DO BRASIL,0,90200010-I,13122,PC,0.00,0.00,0.00,0.00,0.00000,209.90000,,CP,GERAL,,,COMPRADO,0.0000,,0,0000-00-00 00:00:00,MA,1,1,1,30,0,,,N,N,0.000,N,1051,,1698,,0.000000,,46,RESPIRADOR 7502 SEMIFACIAL CA: 12011 - 3M - M,1,3,0.00,0.00000,,0000-00-00,0000-00-00,00,0.0000000,0.0000000,0.00,0.000,314.8500000000,0.000,0.000,356.8300000000
,,1043,2085,1043,,,001043,S,N,D,D,,,,_,,,GERAL,GERAL,PROTECAO RESPIRATORIA,RESPIRADOR,3M DO BRASIL,0,63079010-I,13107,PC,0.00,0.00,0.00,0.00,0.00000,11.06000,,CP,GERAL,,,COMPRADO,0.0000,,0,0000-00-00 00:00:00,MA,1,1,1,30,0,,,N,N,0.000,N,1054,,1710,,0.000000,,695,RESPIRADOR PFF1 C/ VALVULA 8013 CA: 9356 - 3M,1,3,0.00,0.00000,,0000-00-00,0000-00-00,00,0.0000000,0.0000000,0.00,0.000,16.5900000000,0.000,0.000,18.8020000000
,,1044,2087,1044,,,001044,S,N,D,D,,,,_,,,GERAL,GERAL,PROTECAO RESPIRATORIA,GERAL,GVS,0,63079010-I,13107,PC,0.00,0.00,0.00,0.00,0.00000,4.20000,,CP,GERAL,,,COMPRADO,0.0000,,0,2026-04-08 00:00:00,MA,1,1,1,35,0,,,N,N,0.000,N,1055,,1514,,0.000000,,18541,RESPIRADOR PFF2 AERO C/ VALVULA CA: 38336 - GVS,20,3,28.00,0.00000,,0000-00-00,2025-03-17,00,0.0000000,0.0000000,0.00,0.000,6.3000000000,0.000,0.000,7.1400000000
,,1046,2091,1046,,,001046,S,N,D,D,,,,_,,,GERAL,GERAL,GERAL,GERAL,ALLIANCE,0,63079010-I,13107,PC,0.00,0.00,0.00,0.00,0.00000,0.80000,,CP,GERAL,,,COMPRADO,0.0000,,0,2025-06-13 00:00:00,MA,1,1,13,35,0,,,N,N,0.000,N,1057,,248,,0.000000,,3621,RESPIRADOR PFF2 C/ VALVULA CA: 39236 - ALLIANCE,85,3,0.00,6000.00000,,2024-11-07,2025-10-17,00,0.0000000,0.0000000,0.00,0.000,1.2000000000,0.000,0.000,1.3600000000
,,1049,2097,1049,,,001049,S,N,D,D,,,,_,,,GERAL,GERAL,GERAL,GERAL,ALLIANCE,0,63079010-I,13107,PC,0.00,0.00,0.00,0.00,0.00000,1.10000,,CP,GERAL,,,COMPRADO,0.0000,,0,0000-00-00 00:00:00,MA,1,1,13,35,0,,,N,N,0.000,N,1060,,913,,0.000000,,3623,RESPIRADOR PFF2 C/ VALVULA VO CA: 39239  - ALLIANCE,85,3,0.00,0.00000,,0000-00-00,2025-06-26,00,0.0000000,0.0000000,0.00,0.000,1.6500000000,0.000,0.000,1.8700000000
,,1051,2101,1051,,,001051,S,N,D,D,,,,_,,,GERAL,GERAL,GERAL,GERAL,ALLIANCE,0,63079010-I,13107,PC,0.00,0.00,0.00,0.00,0.00000,0.51330,,CP,GERAL,,,COMPRADO,0.0000,,0,0000-00-00 00:00:00,MA,1,1,13,35,0,,,N,N,0.000,N,1062,,917,,0.000000,,3622,RESPIRADOR PFF2 S/ VALVULA CA: 39.235 - ALLIANCE,85,3,0.00,0.00000,,0000-00-00,2025-03-28,00,0.0000000,0.0000000,0.00,0.000,0.7699500000,0.000,0.000,0.8726100000
,,1053,2105,1053,,,001053,S,N,D,D,,,,_,,,GERAL,GERAL,PROTECAO RESPIRATORIA,RESPIRADOR,3M DO BRASIL,0,63079010-I,13107,PC,0.00,0.00,0.00,0.00,0.00000,6.30000,,CP,GERAL,,,COMPRADO,0.0000,,0,0000-00-00 00:00:00,MA,1,1,1,30,0,,,N,N,0.000,N,1064,,1718,,0.000000,,920,RESPIRADOR PFF2 S/ VALVULA 8801 CA: 2072 - 3M,1,3,0.00,0.00000,,0000-00-00,0000-00-00,00,0.0000000,0.0000000,0.00,0.000,9.4500000000,0.000,0.000,10.7100000000
,,1054,2107,1054,463,,001054,S,N,D,D,,,,_,,,GERAL,GERAL,PROTECAO RESPIRATORIA,RESPIRADOR,CAMPER,0,63079010-I,13107,PC,0.00,0.00,0.00,0.00,0.00000,1.49000,,CP,GERAL,CAMPER EQUIPAMENTOS DE PROTECAO LTDA - FILIAL,,COMPRADO,0.0000,,0,2026-01-20 00:00:00,U,1,1,1,30,463,,,N,N,0.000,N,1065,,236,,0.000000,,1270,RESPIRADOR PFF2 CARVAO ATIVADO C/VALVULA CA: 38943 - CAMPER,13,3,0.00,2600.00000,,2026-01-20,2026-03-05,00,0.0000000,0.0000000,0.00,0.000,2.2350000000,0.000,0.000,2.5330000000
,,1055,2109,1055,,,001055,S,N,D,D,,,,_,,,GERAL,GERAL,PROTECAO RESPIRATORIA,RESPIRADOR,LUBEKA,0,63079010-I,13107,PC,0.00,0.00,0.00,0.00,0.00000,1.84000,,CP,GERAL,,,COMPRADO,1.0000,,0,0000-00-00 00:00:00,MA,1,1,1,30,,,,N,N,0.000,N,1066,,,,0.000000,,988,RESPIRADOR PFF3 C/VALVULA - LUBEKA,34,3,0.00,0.00000,,0000-00-00,0000-00-00,00,0.0000000,0.0000000,,0.000,2.7600000000,0.000,,3.1280000000
,,1058,2115,1058,,,001058,S,N,D,D,,,,_,,,GERAL,GERAL,PROTECAO RESPIRATORIA,RESPIRADOR,3M DO BRASIL,0,90200010-I,13122,PC,0.00,0.00,0.00,0.00,0.00000,104.55000,,CP,GERAL,,,COMPRADO,0.0000,,0,2024-11-26 00:00:00,MA,1,1,1,30,0,,,N,N,0.000,N,1069,,870,,0.000000,,1839-1,RESPIRADOR SEMIFACIAL 6100 CA: 4115 - 3M P,1,3,18.00,0.00000,,0000-00-00,0000-00-00,00,0.0000000,0.0000000,0.00,0.000,156.8250000000,0.000,0.000,177.7350000000
,,1060,2119,1060,,,001060,S,N,D,D,,,,_,,,GERAL,GERAL,PROTECAO RESPIRATORIA,RESPIRADOR,3M DO BRASIL,5,90200010-I,13122,PC,18.00,18.00,0.00,-18.00,0.00000,100.00000,,CP,GERAL,,,COMPRADO,0.0000,,0,2025-04-14 00:00:00,MA,1,1,1,30,0,,,N,N,0.000,N,1071,EC7C9F8D-2A1B-4798-A57D-AC18DA931657,1723,,0.000000,,1839-2,RESPIRADOR SEMIFACIAL 6200 CA: 4115 - 3M M,1,3,0.00,20.00000,,2025-08-12,2026-04-23,00,0.0000000,0.0000000,0.00,0.000,150.0000000000,0.000,0.000,170.0000000000
,,1061,2121,1061,,,001061,S,N,D,D,,,,_,,,GERAL,GERAL,PROTECAO RESPIRATORIA,RESPIRADOR,3M DO BRASIL,4,90200010-I,13122,PR,0.00,0.00,0.00,0.00,0.00000,104.55000,,CP,GERAL,,,COMPRADO,0.0000,,0,2024-11-26 00:00:00,MA,1,1,1,30,0,,,N,N,0.000,N,1072,,871,,0.000000,,1839-3,RESPIRADOR SEMIFACIAL 6300 CA: 4115 - 3M G,1,1,18.00,18.00000,,2025-05-26,2025-03-28,00,0.0000000,0.0000000,0.00,0.000,156.8250000000,0.000,0.000,177.7350000000
,,1071,2141,1071,,,001071,S,N,D,D,,,,_,,,GERAL,GERAL,CALCADOS,SAPATO,CALBRAS,0,64039990-I,13111,PR,0.00,0.00,0.00,0.00,0.00000,70.21000,,CP,GERAL,,,COMPRADO,1.0000,,0,2026-02-20 00:00:00,MA,1,1,7,32,,,,N,N,0.000,N,1082,,,,0.000000,,1909-33,SAPATO  ELASTICO BICO CPT CSECOM CA:46334- 33 - CALBRAS,12,1,89.00,0.00000,,2024-11-14,2025-08-26,00,0.0000000,0.0000000,,0.000,105.3150000000,0.000,,119.3570000000
,,1072,2143,1072,,,001072,S,N,D,D,,,,_,,,GERAL,GERAL,CALCADOS,SAPATO,CALBRAS,0,64039990-I,13111,PR,0.00,0.00,0.00,0.00,0.00000,70.21000,,CP,GERAL,,,COMPRADO,1.0000,,0,2026-02-20 00:00:00,MA,1,1,7,32,,,,N,N,0.000,N,1083,,,,0.000000,,1909-34,SAPATO  ELASTICO BICO CPT CSECOM CA:46334- 34 - CALBRAS,12,1,89.00,0.00000,,2024-11-14,2025-08-26,00,0.0000000,0.0000000,,0.000,105.3150000000,0.000,,119.3570000000
,,1073,2145,1073,,,001073,S,N,D,D,,,,_,,,GERAL,GERAL,CALCADOS,SAPATO,CALBRAS,0,64039990-I,13111,PR,-2.00,-2.00,0.00,2.00,0.00000,70.21000,,CP,GERAL,,,COMPRADO,1.0000,,0,2026-02-20 00:00:00,MA,1,1,7,32,,,,N,N,0.000,N,1084,,,,0.000000,,1909-35,SAPATO  ELASTICO BICO CPT CSECOM CA:46334- 35 - CALBRAS,12,1,91.00,0.00000,,2026-03-04,2026-03-31,00,0.0000000,0.0000000,,0.000,105.3150000000,0.000,,119.3570000000
,,1083,2165,1083,,,001083,S,N,D,D,,,,_,,,GERAL,GERAL,CALCADOS,SAPATO,CALBRAS,0,64039990-I,13111,PR,0.00,0.00,0.00,0.00,0.00000,70.21000,,CP,GERAL,,,COMPRADO,1.0000,,0,2026-02-20 00:00:00,MA,1,1,7,32,,,,N,N,0.000,N,1094,,,,0.000000,,1909-45,SAPATO  ELASTICO BICO CPT CSECOM CA:46334- 45 - CALBRAS,12,1,89.00,0.00000,,2024-11-14,2025-08-26,00,0.0000000,0.0000000,,0.000,105.3150000000,0.000,,119.3570000000
,,1087,2173,1087,,,001087,S,N,D,D,,,,_,,,GERAL,GERAL,CALCADOS,SAPATO,CALBRAS,0,64039990-I,13111,PR,0.00,0.00,0.00,0.00,0.00000,62.49000,,CP,GERAL,,,COMPRADO,1.0000,,0,2026-02-20 00:00:00,MA,1,1,7,32,,,,N,N,0.000,N,1098,,,,0.000000,,1734-33,SAPATO ELASTICO BICO PVC CSEX CA:47398 - 33 - CALBRAS,12,1,217.00,0.00000,,0000-00-00,0000-00-00,00,0.0000000,0.0000000,,0.000,93.7350000000,0.000,,106.2330000000
,,1100,2199,1100,,,001100,S,N,D,D,,,,_,,,GERAL,GERAL,CALCADOS,SAPATO,CALBRAS,0,64039990-I,13111,PR,0.00,0.00,0.00,0.00,0.00000,62.49000,,CP,GERAL,,,COMPRADO,1.0000,,0,2026-02-20 00:00:00,MA,1,1,7,32,,,,N,N,0.000,N,1111,,,,0.000000,,1734-46,SAPATO ELASTICO BICO PVC CSEX CA:47398 - 46 - CALBRAS,12,1,217.00,0.00000,,0000-00-00,0000-00-00,00,0.0000000,0.0000000,,0.000,93.7350000000,0.000,,106.2330000000
,,1114,2227,1114,,,001114,S,N,D,D,,,,_,,,GERAL,GERAL,CALCADOS,SAPATO,BELLGA,3,64034000-I,13101,PR,0.00,0.00,0.00,0.00,0.00000,49.20000,,CP,GERAL,,,COMPRADO,1.0000,,0,2026-04-20 00:00:00,MA,1,1,7,32,,,,N,N,0.000,N,1121,,,,0.000000,,1723-45,SAPATO ELASTICO BICO PVC TSB PR CA:44644 - BELLGA - 45,10,1,855.00,10.00000,,2026-02-02,2026-04-16,00,0.0000000,0.0000000,,0.000,73.8000000000,0.000,,83.6400000000
,,1115,2229,1115,,,001115,S,N,D,D,,,,_,,,GERAL,GERAL,CALCADOS,SAPATO,BELLGA,0,64034000-I,13101,PR,0.00,0.00,0.00,0.00,0.00000,49.20000,,CP,GERAL,,,COMPRADO,1.0000,,0,2026-04-20 00:00:00,MA,1,1,7,32,,,,N,N,0.000,N,1122,,,,0.000000,,1723-46,SAPATO ELASTICO BICO PVC TSB PR CA:44644 - BELLGA - 46,10,1,855.00,0.00000,,0000-00-00,2025-11-05,00,0.0000000,0.0000000,,0.000,73.8000000000,0.000,,83.6400000000
,,1119,2237,1119,,,001119,S,N,D,D,,,,_,,,GERAL,GERAL,CALCADOS,SAPATO,STICKY SHOES,0,64034000-I,13101,PR,0.00,0.00,0.00,0.00,0.00000,52.90000,,CP,GERAL,,,COMPRADO,0.0000,,0,2024-10-30 00:00:00,MA,1,1,7,32,0,,,N,N,0.000,N,1126,,5379,,0.000000,,1757-33P,SAPATO STICKY SHOES  SSW - BCA CA39.848- 33 - PRETO,54,1,82.00,0.00000,,0000-00-00,2025-05-08,00,0.0000000,0.0000000,0.00,0.000,79.3500000000,0.000,0.000,89.9300000000
,,1121,2241,1121,,,001121,S,N,D,D,,,,_,,,GERAL,GERAL,CALCADOS,SAPATO,STICKY SHOES,0,64034000-I,13101,PR,0.00,0.00,0.00,0.00,0.00000,52.90000,,CP,GERAL,,,COMPRADO,0.0000,,0,2024-10-30 00:00:00,MA,1,1,7,32,0,,,N,N,0.000,N,1128,,5387,,0.000000,,1757-34P,SAPATO STICKY SHOES  SSW - BCA CA39.848- 33 - PRETO,54,1,82.00,2.00000,,2025-09-04,2025-09-29,00,0.0000000,0.0000000,0.00,0.000,79.3500000000,0.000,0.000,89.9300000000
,,1127,2253,1127,,,001127,S,N,D,D,,,,_,,,GERAL,GERAL,CALCADOS,SAPATO,STICKY SHOES,0,64034000-I,13101,PR,1.00,1.00,0.00,-1.00,0.00000,54.00000,,CP,GERAL,,,COMPRADO,0.0000,,0,2025-10-08 00:00:00,U,1,1,7,32,0,,,N,N,0.000,N,1134,,4986,,0.000000,,1757-37P,SAPATO STICKY SHOES  SSW - BCA CA39.848- 37 - PRETO,54,1,81.00,3.00000,,2026-01-29,2026-05-08,00,0.0000000,0.0000000,0.00,0.000,81.0000000000,0.000,0.000,91.8000000000
,,1153,2305,1153,,,001153,S,N,D,D,,,,_,,,GERAL,GERAL,GERAL,GERAL,3M DO BRASIL,0,65070000-I,13141,PC,0.00,0.00,0.00,0.00,0.00000,30.55320,,CP,GERAL,,,COMPRADO,0.0000,,0,2025-06-26 00:00:00,U,1,1,13,35,0,,,N,N,0.000,N,1160,,3576,,0.000000,,1817,SUSPENSAO P/ CAPACETE H700 AJUSTE SIMPLES - 3M,1,3,0.00,60.00000,,2025-06-26,2025-02-26,00,0.0000000,0.0000000,0.00,0.000,45.8298000000,0.000,0.000,51.9404400000
,,1157,2313,1157,,,001157,S,N,D,D,,,,_,,,GERAL,GERAL,GERAL,GERAL,VICSA,1,65070000-I,13141,PC,0.00,0.00,0.00,0.00,0.00000,58.30000,,CP,GERAL,,,COMPRADO,1.0000,,0,0000-00-00 00:00:00,MA,1,1,13,35,,,,N,N,0.000,N,1164,,,,0.000000,,1304,SUSPENSAO P/ MASCARA SOLDA OPTECH - VICSA,67,3,0.00,4.00000,,2025-02-13,2025-02-19,00,0.0000000,0.0000000,,0.000,87.4500000000,0.000,,99.1100000000
,,1174,2347,1174,,,001174,S,N,D,D,,,,_,,,GERAL,GERAL,CALCADOS,TENIS,SOFT WORKS,0,64051090-I,13128,PR,0.00,0.00,0.00,0.00,0.00000,56.90000,,CP,GERAL,,,COMPRADO,0.0000,,0,2025-11-03 00:00:00,MA,1,1,7,33,0,,,N,N,0.000,N,1181,,3329,,0.000000,,1755-36P,TENIS ANTIDERRAPANTE BB80 - SOFT WORKS CA:37212 - 36 - PRETO,52,1,25.00,7.00000,,2026-04-06,2025-07-10,00,0.0000000,0.0000000,0.00,0.000,85.3500000000,0.000,0.000,96.7300000000
,,1176,2351,1176,,,001176,S,N,D,D,,,,_,,,GERAL,GERAL,CALCADOS,TENIS,SOFT WORKS,0,64051090-I,13128,PR,1.00,1.00,0.00,-1.00,0.00000,56.90000,,CP,GERAL,,,COMPRADO,0.0000,,0,0000-00-00 00:00:00,MA,1,1,7,33,0,,,N,N,0.000,N,1183,,3337,,0.000000,,1755-37P,TENIS ANTIDERRAPANTE BB80 - SOFT WORKS CA:37212 - 37 - PRETO,52,1,24.00,5.00000,,2025-09-11,2026-04-13,00,0.0000000,0.0000000,0.00,0.000,85.3500000000,0.000,0.000,96.7300000000
,,1179,2357,1179,,,001179,S,N,D,D,,,,_,,,GERAL,GERAL,CALCADOS,TENIS,SOFT WORKS,0,64051090-I,13128,PR,0.00,0.00,0.00,0.00,0.00000,56.90000,,CP,GERAL,,,COMPRADO,0.0000,,0,0000-00-00 00:00:00,MA,1,1,7,33,0,,,N,N,0.000,N,1186,,3349,,0.000000,,1755-39B,TENIS ANTIDERRAPANTE BB80 - SOFT WORKS CA:37212 - 39 - BRANCO,52,1,25.00,0.00000,,2025-09-11,2025-05-27,00,0.0000000,0.0000000,0.00,0.000,85.3500000000,0.000,0.000,96.7300000000
,,1180,2359,1180,,,001180,S,N,D,D,,,,_,,,GERAL,GERAL,CALCADOS,TENIS,SOFT WORKS,0,64051090-I,13128,PR,0.00,0.00,0.00,0.00,0.00000,56.90000,,CP,GERAL,,,COMPRADO,0.0000,,0,0000-00-00 00:00:00,MA,1,1,7,33,0,,,N,N,0.000,N,1187,,3353,,0.000000,,1755-39P,TENIS ANTIDERRAPANTE BB80 - SOFT WORKS CA:37212 - 39 - PRETO,52,1,25.00,4.00000,,2025-09-11,2025-06-05,00,0.0000000,0.0000000,0.00,0.000,85.3500000000,0.000,0.000,96.7300000000
,,1181,2361,1181,,,001181,S,N,D,D,,,,_,,,GERAL,GERAL,CALCADOS,TENIS,SOFT WORKS,0,64051090-I,13128,PR,0.00,0.00,0.00,0.00,0.00000,56.90000,,CP,GERAL,,,COMPRADO,0.0000,,0,0000-00-00 00:00:00,MA,1,1,7,33,0,,,N,N,0.000,N,1188,,3357,,0.000000,,1755-40B,TENIS ANTIDERRAPANTE BB80 - SOFT WORKS CA:37212 - 40 - BRANCO,52,1,25.00,0.00000,,2025-09-11,2025-05-16,00,0.0000000,0.0000000,0.00,0.000,85.3500000000,0.000,0.000,96.7300000000
,,1182,2363,1182,,,001182,S,N,D,D,,,,_,,,GERAL,GERAL,CALCADOS,TENIS,SOFT WORKS,0,64051090-I,13128,PR,0.00,0.00,0.00,0.00,0.00000,56.90000,,CP,GERAL,,,COMPRADO,0.0000,,0,0000-00-00 00:00:00,MA,1,1,7,33,0,,,N,N,0.000,N,1189,,3366,,0.000000,,1755-40P,TENIS ANTIDERRAPANTE BB80 - SOFT WORKS CA:37212 - 40 - PRETO,52,1,25.00,2.00000,,2025-09-11,0000-00-00,00,0.0000000,0.0000000,0.00,0.000,85.3500000000,0.000,0.000,96.7300000000
,,1184,2367,1184,,,001184,S,N,D,D,,,,_,,,GERAL,GERAL,CALCADOS,TENIS,CALBRAS,0,64039990-I,13111,PR,-4.00,-4.00,0.00,4.00,0.00000,80.85000,,CP,GERAL,,,COMPRADO,1.0000,,0,0000-00-00 00:00:00,U,1,1,7,33,,,,N,N,0.000,N,1191,,,,0.000000,,1733-33,TENIS CADARCO BICO CPT CSACOMTC CA:47898 - 33 - CALBRAS,12,1,-39.00,0.00000,,2026-04-20,2026-04-22,00,0.0000000,0.0000000,,0.000,121.2750000000,0.000,,137.4450000000
,,1186,2371,1186,,,001186,S,N,D,D,,,,_,,,GERAL,GERAL,CALCADOS,TENIS,CALBRAS,0,64039990-I,13111,PR,-3.00,-3.00,0.00,3.00,0.00000,80.85000,,CP,GERAL,,,COMPRADO,1.0000,,0,0000-00-00 00:00:00,U,1,1,7,33,,,,N,N,0.000,N,1193,,,,0.000000,,1733-35,TENIS CADARCO BICO CPT CSACOMTC CA:47898 - 35 - CALBRAS,12,1,-40.00,0.00000,,2026-04-20,2026-04-22,00,0.0000000,0.0000000,,0.000,121.2750000000,0.000,,137.4450000000
,,1187,2373,1187,,,001187,S,N,D,D,,,,_,,,GERAL,GERAL,CALCADOS,TENIS,CALBRAS,0,64039990-I,13111,PR,-4.00,-4.00,0.00,4.00,0.00000,80.85000,,CP,GERAL,,,COMPRADO,1.0000,,0,0000-00-00 00:00:00,U,1,1,7,33,,,,N,N,0.000,N,1194,,,,0.000000,,1733-36,TENIS CADARCO BICO CPT CSACOMTC CA:47898 - 36 - CALBRAS,12,1,-39.00,0.00000,,2026-04-20,2026-04-30,00,0.0000000,0.0000000,,0.000,121.2750000000,0.000,,137.4450000000
,,1189,2377,1189,,,001189,S,N,D,D,,,,_,,,GERAL,GERAL,CALCADOS,TENIS,CALBRAS,0,64039990-I,13111,PR,-2.00,-2.00,0.00,2.00,0.00000,80.85000,,CP,GERAL,,,COMPRADO,0.0000,,0,0000-00-00 00:00:00,U,1,1,7,33,0,,,N,N,0.000,N,1196,,5116,,0.000000,,1733-38,TENIS CADARCO BICO CPT CSACOMTC CA:47898 - 38 - CALBRAS,12,1,-41.00,0.00000,,2026-04-20,2026-04-30,00,0.0000000,0.0000000,0.00,0.000,121.2750000000,0.000,0.000,137.4450000000
,,1197,2393,1197,,,001197,S,N,D,D,,,,_,,,GERAL,GERAL,CALCADOS,TENIS,CALBRAS,0,64039990-I,13111,PR,0.00,0.00,0.00,0.00,0.00000,80.85000,,CP,GERAL,,,COMPRADO,1.0000,,0,2026-04-22 00:00:00,MA,1,1,7,33,,,,N,N,0.000,N,1204,,,,0.000000,,1733-46,TENIS CADARCO BICO CPT CSACOMTC CA:47898 - 46 - CALBRAS,12,1,-43.00,0.00000,,2024-12-13,2025-02-19,00,0.0000000,0.0000000,,0.000,121.2750000000,0.000,,137.4450000000
